song_id,song_length,genre_ids,artist_name,composer,lyricist,language
Y2tUmCjp0Nsuq5/WlVsJnJUsB2Qqb8ddCcpyES1Nnic=,200320,465,Heffron Drive,,,52
pWOvYckIGjgle3Tkn4uB5vFrGOYk32oEZhRCjSnSnAc=,221146,465,鄭秀文 (Sammi Cheng),Joon-Young Choi,Kate Liao,3
DMWoBhLDOUTRxpXsGBghNycpttLQr6HLRzudgYAkGoA=,322664,465,Lee Jung Pyo,,,31
n2JnJi85onr3ksmIWT7AWbQJ1GqdDnITNlpUsqMc/go=,235728,2022,PARACHUTE,,,52
VpcOnxj2s11fLx6093kw7jgUVKVDKcO12ePOjSfbx+Q=,260597,465,朱海君,,,10
pt+brKER3UEjnvhxffR+VIXqljOVX8NqMqdsgj8ZkJE=,195047,465,Moski Jo,,,52
ssXKyKiFErUU8r/Fvd/K+Ge5rg++fcmEsnqQwpbSN1g=,250253,465,Musical Creations Karaoke,,,52
oZdw59KZFPEXv4zHdZIQBIowWEhuW7Y7sc7xVdUmg7M=,198739,465,向蕙玲,羅安,向蕙玲,10
DKoaakqZbGhpr73iFNPSGg25ReEoBlJ+T2ohlCACiXA=,226742,458,蔡旻佑 (Evan Yo),蔡旻佑,艾怡良,3
7qZn6Pl/mQshBTZGd8FIF69wVVMFp9GNUDunlewP8RI=,223712,465,黃妃,,,10
GotuRiFKY4g8K3OH/gFU36lKhonzoiCajsoV6P6WpS0=,212323,1609,Armin van Buuren,A. van Buuren| J. Vayne,,52
i1Nvi5xMzvrYGCACI2f0AIbfK/aY1FH0+e77LeD+Ja8=,188824,465,Carly Rae Jepsen,Carly Rae Jepsen| Peter Svensson| Jacob Kasher,,52
nh9GUiKYkksPOIvYVExwYsOuOH/tFWFeW35S2OjYB/g=,226812,465,James Morrison,,,52
lQ1u5sdP858+8g+/9Gp3wpKLblsK6ZotWmTbNOnf6Zk=,231085,465,DJ Playback,,,52
H0rhM0g5X/ic5UjyUn2aW4SWvYjZlvY9M/t6rZ+iw+k=,270791,465,劉德華 (Andy Lau),,,24
XEF3hbLOEWsGep4DF+mx2fcdpL+NoEk1D8r+bqLnS3E=,213066,465,MIKA,MIKA| Doriand,,52
eRAy3eWnKobu+03jNL8Cp+H1c6RzRev+0xbOhN7gd2Y=,225071,139,Sharon Jones & the Dap-Kings,,,52
YOihceqALxF2Et1dY2/j/o3RLqSh33hxeBqlPyXfKJg=,189962,,Jay Park,,,31
fs6AlhKH0t/rhIt1PMEAsPNqL6cUzudgNU6dRMCBq7k=,171572,465,Richard Clayderman,,,52
g2vn8SnJaMr3WYYA2i8hpJiP0Ps5FddDSA5phc+uo/I=,223979,2086|374,BALI,,,-1
Jeres6LqfeCoa1swTJM2QX1UtZEsl+9ASoGWc3ZpS1o=,210930,947,Christine Rowe,Christine Mary Rowe| Brian M. Steckler,,-1
umYEvTTmZlE5q9jOK+xdMswifIfbzR0SWrp/h3fL1O0=,192772,465,黃韻玲 (Kay Huang),,,3
t+oQhN3fAQC7GHZkrAKPgieCI5Jenl1biDzoq4w8JkE=,375562,1609,Sevyn Streeter,,,-1
nk3Km4VTOJ4wNCR6gWNC9hx+6DtBzx9dxg5kSLmG8gQ=,215458,465,Han So Hyun,Han So Hyun,Han So Hyun,31
jVcz89MF0Kxlhp6kMdIeadbkOR3EAjSkJV4KN5Kn7us=,107258,451,鐵樹蘭 (Tieshulan),Tie Shu Lan,Tie Shu Lan,24
wxRdI3zcuFeu6yVZXhyZzWq2EoOL9zXnRYFuvk2QCPs=,198844,458,林正,林正,朱翊維,3
P3TCkNS7cas5sPegzaXXDOt+8U6HwmTiujXyxFppezQ=,224119,2022,The Killers,Brandon Flowers| Dave Keuning,,52
xtZmoIsqF/xPsVOc24Lz+/NZ5egtgAsUTu38VibqBjQ=,192035,423,Yandel,Llandel Veguilla Malavé|Josías De La Cruz|Gadiel Veguilla Malavé,Llandel Veguilla Malavé|Josías De La Cruz|Gadiel Veguilla Malavé,52
3hNDuH6qoqPWLxGuc2lxFs8m2ytpyJrLsQmDmuimWvg=,347951,958,Nobuo Uematsu,Nobuo Uematsu,,-1
83BlEI5H4g4aJvqRuD5KI50uHdEaMgz6wXc1rfAoXvM=,231177,465,Girls' Generation (少女時代),Seong-Je Hwang,,31
qI+fWrfRclafoLG6L2HAQeaohh3LHqZ3mqS2QpxRWgY=,176053,1152,屏東泰武國小古謠傳唱隊,排灣歌謠,排灣歌謠,-1
8HcXngBTAyTU0Xc/U8nIteMMlsjHtLG1kStOPeAQ4bc=,277603,1609,Chromeo,,,-1
R+T2PYDIy2KkNRUzLYUb0qrCdvK21FauyFa3Jg/xQTs=,383895,940,101 Musica Piano Artisti,Johannes Brahms,,-1
7tYhWBUX7UKGB1akGNh+V/wQN9jtYZtkPxeWlVr1xgU=,187663,465,KAHI,,,31
eOZvDNCnubysjp9PjI/ku0bGS2azhhU58g0ZKpYQhoo=,174149,2022,[Alexandros] ([Alexandros]),Yoohei Kawakami,,17
3l96Uj080pQoDtcufKmfwFbK7jwBU6/skzI/TGb5IGk=,62786,465,Carla Bruni,Carla Bruni,,52
tArdEK93eouHhRr3UDr4dxhD0Ss2+tpQnTReJthISQ8=,250462,465,蔣卓嘉 (GJ),GJ,盧維孝,3
T9n1PkuX508RFWmMWFWSR1Qs7+JGu2n8H215p82+T3I=,195709,465,容祖兒 (Joey Yung),,,24
r/ZnbuX0BvainzERcgjeicEojEcXZiu2GBa2OBMWErw=,303804,458,柯有倫 (Alan Kuo),You-Lun Ke,You-Lun Ke,3
7EwfKWGBUdQnTPYWp7X/k0k2kJSJZvABUqpedJvK2Is=,106208,2122,Earl Klugh,,,-1
dBK61Rg543L44Y9FYteZ5HbAdFb3/EPjVqqH9dFrwJU=,304227,465,Beyoncé,Beyoncé Knowles| Mikkel Storleer Eriksen| Tor Erik Hermansen| Espen Lind| Amund Björklund| Shaffer Smith,Beyoncé Knowles| Mikkel Storleer Eriksen| Tor Erik Hermansen| Espen Lind| Amund Björklund| Shaffer Smith,52
zgIhbPDVTJKWgPDLI875bpOl63w8B6EEB9+IRb3MOmY=,279196,465,辛曉琪 (Winnie Hsin),,,3
TCaxWq61HNmrHj/9hOn6KDgatSjrrg0OlWT1YE6aSQQ=,190589,465,Julio Iglesias,J. Iglesias| M. Balducci| Ramón Arcusa| G. Belfiore| J. Mercury,J. Iglesias| M. Balducci| Ramón Arcusa| G. Belfiore| J. Mercury,52
tWibym5IKUDAC8g7l70jAcT0cSa3Z9KmK/hM0VYPTGM=,293616,465,胡楊林 (Lydia Hu),,,3
APGkCvTbOx7kEHqmpN9NLSaCfLVHW6YDSAc65NPE+LU=,259761,465,JS,,,3
I6U5VXjOJCSmxhzAdI2/9dDBZ1bfBPtgMbdxzWLzntE=,245945,726,Jammy Jams,,,-1
s0iSV+0HRva3Gu27jEaNf1r/S5Nffk5T1oC4/5IUdyE=,252215,465,Sweet sensation,,,52
PD55TDrhIfnb+UeihptHd5ywQ8YkrINZVRL0I4p7Oro=,271986,465,麻辣女生 (Spicy Gril),稻草人,稻草人,3
jMAUeY3GsiwYFhqpHmIvcyhnJRHU0Plh3nHJYL3NNqI=,185155,444,CIFIKA,Mood Schula| CIFIKA,CIFIKA,31
NyRcmTkAxflp2qfobg1t2PPXcJ2ke1O5MqA070A3F74=,223294,465,Susana Lay,,,52
W0ffXfC6CKhwje6pLloAfKNlERGr4Hxs86zOYMHPozI=,242231,465,Alunageorge,Aluna Francis| George Reid,,52
guiezm/RPgY0fpjHQzIBl8JwbTOLq2QspIgaTd9JKf0=,283488,2022,董事長樂團 (The Chairman),吳永吉,吳永吉,3
LyS7I34ZKBJ71zIqmA+PG5Ti6jMTb1vuVi2pDJxacug=,290821,1259,B.o.B,,,52
/rocDIL21KxveKjVq22p+t9ubPc3xrl4+NSxjp+6sow=,185155,2022,Mat Kearney,Mat Kearney| Robert Marvin| Jason Lehning,,52
QttVdVAVpxorgjOPIM2w7o9wuZUO5633uPQovdMrt7s=,203964,2022,Drowners,,,52
9l0vhwi2qppRh07pB8X4F29z154857DFP+NT/qcrRvY=,219196,2022,Black Veil Brides,Josh Abraham| Andy Biersack| Ashley Purdy| Jacob Pitts| Jeremy Ferguson| Luke Walker,,52
rOcCXqGiPBPhs4aMdFPMEDCMFOKBJSB5ubH4qEWmwCU=,272927,465,陳小霞,陳小霞,曹麗娟,10
95qUCR/N0vs8iAtVfVXiBfGu5KUxHy+3yTWaBY2Q/7w=,191320,2022,Halestorm,,,-1
cPQ9Sh5U/TZg/KgygRqTOtxPM944rIqZWre0vrRZmv4=,116749,921,Video Game Players,,,52
Z2Unphn6DKB0jUCUUqCjwqYwaJaVh0adimIKY8O0ISg=,220160,465,Priscilla Ahn (プリシラ・アーン),Priscilla Ahn,,52
CcZZJ61ESdlzwfOESk5VFZciAF8APA1gQh6NN6J6vZY=,272613,,正皓玄,林國偉,鄭伃庭,3
zpQpB2CZuZ5nBOanuFFNstsFt18Mub5XPLPtl2z0Q+o=,262060,465,蔡小虎,,,10
cQWbfWnFN4op9Nw8RdYWojWm4tD2NUid98x1L+d9pHs=,211905,1609,Dance Bomb,,,52
IuICb+IUmXwjaPHcm9oGFpn90Rh5TRnWTslLrBmLPFo=,214923,465,Janet Jackson,Janet Jackson| Terry Lewis| James Harris,,52
QV+5qHa3Iqo1XnjX3JWVspT/2LhB74pZPfEcaN8E1N4=,235357,726,Various Artists,,,-1
7M/XsnPOdP3858NngREFzkpMnK+SjJ+lZ5c7PjKMQ+k=,216722,465,Tim Bendzko,"Tim Bendzko| Christian ""Crada"" Kalla| Dirk Reichardt| Mirko Schaffer",Tim Bendzko,52
aLxlaBBhueU2nVIXN+eW2nM6wASNjQJuPNNTPh2MgBs=,221007,465,Ai Otsuka (大塚愛),,,17
GqZDsINA/Z/U+XJUR0r2T0rLip6dbPcdyBpoO8lteKo=,286014,465,EDM Stars,J.Baptiste| J.Martens| W.Adams,,52
AuHTYBa0LVCJ3FPwyAXYvSLVBqbenowEHpOyDvSh/Ks=,259970,465,卓文萱 (Genie Zhuo),張簡君偉,卓文萱,3
GrqWl66vElnCLqMf975n7X0sXyLdWyJWuFk8W116vSc=,225384,465,Hanako Oku (奥 華子),,,17
F6nU5jwI1bVeVWlmqHYgaxE1MGSdGOQyB/P8/I1WEsY=,91765,465,BEAST,Sin Sa Dong Ho Raeng I| Kyu Sung Choi,,31
pu+HcDg3EWwEVmMo+sG4eJ78Cvi4CHEQ+vphK0Ul0dw=,153552,958,勁樂音樂Big Bang& Fuzz,Susan Legg,Susan Legg,-1
tnOTDFYojOxO80gI3XC9mqK+YZIVVjH/0xQZEyPH5ag=,218052,1616|1609,Beatrice Eli,Beatrice Eli|Saska Becker,Beatrice Eli|Saska Becker,-1
aFmiPfpPu3tQQN+au0pPBEcQ6V0jsoiyt/8bFrZ0xpM=,96037,921|465,Various Artists,,,3
N7Tz8CD0suUwobByxiWXtz+mulEmxAgE9DE4QRVa1ug=,211644,1609,Cheat Codes,Fabian Lenssen| Patrick Arvai| Martin Gallop| Matthew Russel Elifritz| Michael Hunter Ochs| Michel Shculz| Trevor Edmund Dahl,,52
KF8q+dmbYGfyjbtiN0W4az+JUPYqTj59UwQo9Mf9r6o=,226719,786,Meditation,,,-1
IRlNyu0S44mS9M4sJqY3lt2YkeJw4BNXW/tPAd1Q7Rc=,467800,958,100 Best Adagio Voices,Samuel Barber,,-1
RyHQzc53ESt474cO0wJ0y6dOstTWwvNbxN07vOej4GI=,204904,444,100%,,,31
4XXoUfhJ0P1tAg11lV/CVF+CTsJMg8hl85mvcO8zY4Q=,210625,423,CNCO,Juan Luis Morera| Marcos Ramírez| Rafael Torres Betancourt| Christian Linares,Juan Luis Morera| Marcos Ramírez| Rafael Torres Betancourt| Christian Linares,52
3IlkVqg20zbwqe/u+lAOMPnQFmlw/VNsvuAOBQZvqRw=,175171,1609,Various Artists,E. Smirnov,,52
IIfKsXlUhwO/U7V2jZhLCJdrt+X1Of/5Z8GDSs4IpME=,246224,465,IU,IU,YADAKO,17
J0vaXQ9fECIUUuInL1C2MWeCy8H2I2onM2k/mxrl21o=,199320,1287,Grodash,Thundabolts,,-1
ihfljfmS0HtL66cSik8eJqUpGwXJfAf/wCBuaNhA7eI=,271151,465,方瑞娥,,,10
Z1iKtRfTX4nUu1mK+Vk4i8+G+pJNzUxVjneI0YrqeIU=,249010,465,Selena Gomez,Badrilla Bourelly| Chris Braide,,52
ucsKVNnZObje9hXXK7fdMN/YgCCt3T57rzTUQb0PafQ=,254432,921|465,廣告歌曲大賞,,,3
I+FTTZs7cLfJE2aY4GoJxt7DPWhwtDWZevnqvnFMU3I=,432274,2022,This Will Destroy You,,,52
W2QzCvpFJY2vs24Nqb+2UyxAStwIhOL+l1TPdlZNR8A=,189428,2022,Various Artists,,,52
WROtJ5h3DvQYOBMd0fwlBOPnrPj+mDTdj6RjWcWbYx4=,181744,465,Emma Bale,Jonathan Vandenbroeck| Emma Balemans| Gianluca Presti,Jonathan Vandenbroeck| Emma Balemans| Gianluca Presti,52
uHKi89tSfzeryjaZTD7bktMDu6Kv0NutFu42gkkgUls=,127869,509,世一文化,世一編輯部,世一編輯部,-1
+th/M8eui46bwwpuqlZ0WA6mfqUP0Dn5E/Wq092r9JY=,193654,465,Olivia O'Brien,"Olivia O'Brien| Jerrol ""Boogie"" Wizzard| Matthew Musto",,52
MJtUZED6OYEUhaqRIt+pKLufoHD0tnaZJyG6YzVGAqM=,187831,1609,Muzikjunki,,,-1
pFbsEwqsCpvjSFJwvdhPlLmMtLLssAVWnG1Lo/iqXjo=,209118,958,Libera,Robert Prizeman,Robert Prizeman| Ben Crawley,52
EPjJAyfT+VSkBiTanVQVcTFhKfuCIGyIYeNSJpusInA=,284525,465,江志豐,,,10
qRkHYxPWSk5Q/cllXDrJJ1IcfsupgAwiA2Dln0UHglc=,310595,2122,Grover Washington Jr.,Grover Washington| Jr.| Donald Robinson,Grover Washington| Jr.| Donald Robinson,-1
b3Tc+IqMg6MnpwMveZUYTTAkqGKtj0AURu9ODj9K+5w=,211208,444,BEAST,Ki Bum Kim| Ji Won Kang,,-1
EA88IhiZAkQedaqO7i/N+dzOgxgf1xQfwS+Q8ZEhORU=,462077,465|2022,Guns N' Roses,W. Axl Rose| Jeffrey Isbell| Saul Hudson| Duff McKagan,,52
cPkB0P5TexP892CeeYxDAt4sFC06dwSV2/K1C6AKcnA=,165825,481,兒童學習系列,尹宏明,,-1
or9sPqH3fX9y7mh327p/palxTFx8WcD3L0IKcEnV7TU=,216595,465,The Parkinson,The Parkinson,,45
PdmyMvx07tK1wH4VW5Gmo1tnG428lcs2nPDcJ1jB7cM=,398210,2122,Dayna Stephens,,,-1
8GpGFJJMBh2DHSUDYcftDNgX6bL39M7R4677PW7c4a8=,243530,465,Miley Cyrus,Roger Lavoie,,52
RF9XI61ZUlxneljR1troLfIb/alNV3NrX7eWmEAtykI=,312029,465,Air Supply,Graham Russell| David Foster| Jay Graydon,Graham Russell| David Foster| Jay Graydon,52
h98ZaEhobA+5WrdvWhHXiTN6XwxLjrIAsD3MPQTwVGM=,209502,465,David Foster,David Foster,,52
eELLFc90vLnGqznnV34NfqzyddBiAszx/SmcTJKzwsQ=,186688,2022,Tokyo Incidents (東京事変),Sheena Ringo| Ichiyo Izawa,,17
jGOUU29tFr7VuosFy9WD1sZxRKUSaY/wDa0YlFxRU60=,283167,465,GARNiDELiA,,,17
aVa8cBgfEzvNxi7lMqEEXfZo1agLxKyuE21LMJUYRoI=,118177,921,Joe Hisaishi (久石譲),Joe Hisaishi,,52
SqQcYJIZxn8T2BCUYuMRwQDrXAiidypbq7VDjLyuzJg=,135558,465,黃金典藏輯,,,52
vdmkVU+T/5MR1+anbSX0YZHrVhE2M4rtt2ggNRZ7R48=,308376,437,Various Artists,,,17
qk3aPntj+I5cQKy/CcnvniHR/1MC/1d50QaqDEs516k=,268329,2122,Billie Holiday,Lane,,52
1IDGHleg9EYNU8m7oi0U7JO4pj8Ul9bnLlpjr/17sWg=,316917,958,Sentimental Classics,,,-1
GnWXqt1SnkuhrJ7kUalPKLpyokDglA80Yh6QxGOjhYE=,202589,2022,Foo Fighters,,,52
XuZp6XjVH53NQ56YMlD1hpdn2W+ZZizNsZCRuSv1kfg=,250305,1969,Suchmos,岡本達矢,河西洋介,17
LlbDVWC5TsA8KfQr07urP3qP/blGkYZ61kmvKH9nBAE=,173545,947,心的樂世界,,,-1
ci6QQhVs7JkMZppr8oXZEdtdWFSQuSGSYdoXA2FFQaA=,280555,465,黃維德 (Victor Huang),,,3
mnP+wjY5B49o7exhLcEdJul520JLsrwjXJJqy1EmnxQ=,273319,465,Alex Ubago,Alex Ubago| Alejandro Martinez de Ubago| Juan Gabriel,Alex Ubago| Alejandro Martinez de Ubago,52
QHrF8MhM+MNrtvnu5Zsc6mpISZQ6gP5evMM+JOcHc/A=,117968,921,貴族精選,Brad Fiedel,,52
hvL/SAH9kpoNNM3KCF2poVrmuqyiMKggJRYgs5CpvpU=,721397,481,小童話大世界,童話故事,童話故事,-1
b5GbGvTRbAbjPpNntXPi1Mrl6/IeTzNHSb9DqJNei44=,257695,465,Pitbull,Armando C. Perez| Gregor Salto| Daniel Murcia| Jencarlos Canela| Aliaune Thiam| Urales Vargas| Tzvetin Todorov| Justin Franks| Tierce Alec John Person| Jackson Morgan,Armando C. Perez| Gregor Salto| Daniel Murcia| Jencarlos Canela| Aliaune Thiam| Urales Vargas| Tzvetin Todorov| Justin Franks| Tierce Alec John Person| Jackson Morgan,52
kzasBe0hgg7s1tfkeR2621hL/4Zmzw2RvWf7V7ez4Hg=,265717,465,林志穎 (Jimmy Lin),陳志遠,鄔裕康,3
TWtzINgsq3BfdfnduOP6RTUZthhDh1+Evh6lcT/BNzA=,29721,1152,尖叫聲鈴聲,Charlie Clouser,,-1
LaDScZ1BG42nnMLPGICxzm0jkha+nC2xErfqz2qPWvU=,216688,1572|275,Various Artists,,,52
YPmkSmka7kPr3zNxdPNQe70pUhf4dXKke2mOZ2j9Iso=,332591,444,GOGOBOYS,,,31
/icSd5uOoVxJZ1Q4seMiSwbNsPGdHtKEkxZOnmVuS/Q=,468767,873,郭蘅祈 (Kwok Chi),郭蘅祈,,-1
1ag00jGIJutOdp4RpSh52gxzYH4SSGYoyniRgfIxwc4=,219103,465,Lady Gaga,Lady Gaga| Fernando Garibay,,52
EvFVwNa242XaKGDcz/RBZJyLk3yUQuIXJTF/93y50W4=,203313,,Hardwell,,,52
VOUDirHCDMjcY8d0wPqCtcnZvEklKGLC4MRWpPbYB5I=,233760,465,陳思安,林大衛,侯峰,10
dd0fZKsY2vLuA3S9mlWd+0hwyaOedXk4eOx2WnWWuPk=,222249,786,西村由紀江,,,-1
AwXnN+LdpA+fhr0cknsZ0s/0PA+U1qzMlM+nlYVAJ+w=,212323,465,胡彥斌 (Tiger Hu),,,3
pb0D7OTTSXaEeToZoBUqfhNmzdOgS5V5fjpili98R98=,242868,437,Kalafina,Yuki Kajiura,Yuki Kajiura,17
pTghA6DB46H3VsWCLAJ7mmZL4Uj8g/zbikpUIhP5O94=,201549,1609,Fuse ODG,Nana Richard Abiona|Joseph Addison|Sirach Charles,,-1
6cO4k1pDvlBG+//7ULPek/Q5RNztw/zw2rxyDZK42Jc=,333438,451,王菲 (Faye Wong),Edmonds| D. Bristal| S. Johnson,,24
/D9L3fZdVcqNvVz+19m0a3w9aK4DZpjZRkJw5YVHEy8=,592155,465,Jewel,,,52
pJX/0XNgupQmSLA4rxvleighXZaeHwxWOGBSOza3wDA=,151672,726,風格童星組合,RR,,59
c48ejd0q/JlqrObnawPpDiag7NNAyH9FjqDN6Ej+284=,230817,465,Air Supply,,,52
PSE/BiZigEuXrRxysfSyABW3PVjbJ5WBLL03Rl1Pcss=,353378,2022,Eagles,Glenn Frey| Donald Henley| John Souther,,52
oobvJrl4y/coYDZ/hhvB1RYU1Qi3KvlWITZYDWjXv0Q=,258612,465,張智成 (Z-Chen Chang),,,3
w93Q+Ca1ULt8uxU6C3xjeDdGuH6yiwx6+PtYAdDTBTY=,242948,1259,Flo Rida,,,52
vXmGGF0wlluTGGQCPoEWqYdca+or4t3lM4HImMx52jI=,231662,465,Suzanne Ciani,蘇珊希雅妮,,52
J9+nUwW64jRcImarMYSqDdwXUYjnU8saYSp/IfAAsl0=,250450,465,林憶蓮 (Sandy Lam),,,24
tJ1B+L/ncgxJs2gR2IFQfhXE/09s+DPGo10IMsMdvJY=,333206,465,游鴻明 (Chris Yu),,,3
AXvQ85P3fyhQkgv5xf1JVZktip7EspsXJFUCWYMYkK4=,302184,1259,DJ Snake,Don Brown| Mark Outins| Phillip Martin,,52
IAhhE04OuDyUjUCTxetx0Da4fLaaA48aie8N7oCK0So=,346906,444,Aromaticore,Park Jungyoon| Park Geunsoo| Park Junhyuk,Park Jungyoon,31
JNwLv/owBqyRo7VgeICEXGLA9g0U2mfgux+sMuMs0lw=,296751,465,鄭中基 (Ronald Cheng),China Huang,China Huang,24
hB1vP9/pSqNFKn+9IO6iiavASaDFZ2am4Za4bQhh+Ng=,261851,2032,まきゃヴぇり,Makyavery,Makyavery,17
E7+EEQPg1wkcZwBzO4jJM2RweVe5KShV+LN0lPNdfXA=,229746,430,G.E.M.鄧紫棋,G.E.M.,,3
oZgERwy7NKjZyTVk6G3pOFVwWsERs8o6unqSaTNks/M=,314630,2022,男子漢樂團,,,10
NFa1QQVytF/I2pK7xRH7fnTAHrm1KLkFfq80xhAGFNE=,212218,465,Hello Sleepwalkers,シュンタロウ,シュンタロウ,17
Q+/JATCw/BGlEbQ+iRRTLsMPcqLIirhlP9w9KgXMmW0=,195233,921,The Hollywood Band,,,52
Yk1H+n+qNPgEcKbmyJVKM/5a8Cr7ppC5GQtp3lcEhL8=,584957,1152,Hang Massive,,,-1
0SEkEa1pYrLjIm2d4oyVa9Hq/Vqwb1jnTLiEv6Mt5LQ=,307157,2122,Grover Washington Jr.,Craig Bickhardt| Jack Keller| James Best,Craig Bickhardt| Jack Keller| James Best,-1
GcowjOtZtioPZ6BG9H+hQD2Cb9st2CjlLy9aMkk+3v4=,185260,465,羊毛與千葉花,,,17
rzwZm/g6MNsoHJHXfQNay+3f2MY5L7YPN1/g2zJwDOs=,258507,465,群星,黃友楨,墨墨/ 黃友楨,3
JVeDgI60MkWtrpzRlierPP0UPgTrpv/mUZD7Ca92Rtc=,277524,1152,生命之歌 / 世界原住民天籟,,,-1
EPhpwUTjBUbo4aDi9f2CpXD6pDwwTkU+fOtYUWDhkqM=,257201,1609,Björk,,,52
EFC0Dtm/ZTB/fVNFooMJvhku306LXtj0/JFzSABZ7ig=,81920,786,Virtuoso Piano Music: Magic Touch - Songs for Relaxing and Romantic Piano Music for Reading,,,-1
9QlUuzUcyvSjaVkYPrmrQm/n/e6rSySjM/O93MdzQ8k=,296124,465,黃品源,,,3
O5VMc0sjyBCMlWADlO6ZO1dnqG40jrEuJ8QVNWX4pnM=,79969,726,Wheels on the Bus,,,52
A+VHxpi+t18gMvKibJPGugUsU+jU6lHILuiMhdXo4Eo=,205728,1011,Tim McGraw,Jon Rich|Rodney Clawson|Vicky McGhee,,52
jGv25/zHKNKZH3f8Hh4/7cRDtPKlyGw5eQjq1hGtYks=,278465,465,美寶 (Mabel),,,3
M79ylUJqE+NCtxZMEVfYNzJybbaEuau7RkQv7bYUD04=,219219,465,閃靈樂團 (Chthonic),林昶佐/劉笙彙/葉湘怡/汪子驤/高嘉嶸 AKA CJ KAO,林昶佐,10
VMZUI3seQsW5rNDDjMAwYnbkR6hwHSxgzRlyeRfLdRc=,244366,465,Shakira,,,52
AKTfAhCuEmW7RZZ8Qy1fp4RI6bWS7l0zeplBoG2HHKo=,284583,2022,In This Moment,,,52
ZpM2lfKk3LxIjlOUD3bKNAIAQ7wZtpc/Sc8HJ7ZbGj8=,224304,359,Red Hot Chili Peppers,,,52
Fg2v6yR+Od1QtHMXiAiENaJDBaNd8lbUyBhtofUoAPc=,141038,786,楊燦明,,,-1
sxmrOkNPkffGPItRJNJ5Poc1cg25KZgyMYDP1v5+v4M=,222725,465,陳思安,佚名,,59
BY1C8cXLkxo8PFq98CwsUdkY9zVUy/1pWOqLN+GsMH4=,126270,947,紓壓輕鬆聽,,,-1
T1DxAFZG0YW3Wbo8iRD32a+O0v6RfHZ8pZ0sbpypojA=,185156,958,Martynas,Ludwig van Beethoven,Ludwig van Beethoven,-1
vyPxoKCwcZ3ei83c/N/HNVqvlfAFj0yZpUG31CMuXtA=,197462,1152,Relax α Wave,Al Hoffman| Jerry Livingston,,-1
FOKS9WBCC6KDCAhqujVAS3zvnfpVcd/7MRx0Agj1Hjo=,207072,465,周柏豪 (Pakho Chau),Chau Pak Ho,Lin Ruo Ning,24
8m2ihFH5nBf6ACev/t6iNqaoYdl/GiuoC1qjd63I5zA=,217153,465,Brad Knauber,,,52
Caoff59NB0gSrXT6pBu8LVQV5sYHgBEGb/qDB102qLQ=,185872,465,Dirty Dancing (Motion Picture Soundtrack),Fred Parris,Fred Parris,52
PCQCiuFghGGzK358QhPiHSlZlVn5aT/Vg+Cuhw995Co=,180929,359,Only Real,Niall Galvin|Ben H. Allen III,,52
24Ht51vhhIIw0Ty0vNE4jK9v+cG+UFx84VYDNiaNalo=,75836,921,Various Artists,,,52
Zm3F9AKYT5fmCMlrGopWNi7lKtbR3VIu0eZaePs1KVg=,293041,458,尚雯婕,李偲菘,文雅,3
9SVRIgHFJ/+TYlPCTaKd6SE3+cuax5gq5edEy4XOiO8=,386298,873,貴族精選,蓮歌子,蓮歌子,3
7U51HR1djJDm/48VZjMK78tydNdCwYvCr6BBWHiozwY=,282122,465,Nana Mizuki (水樹奈々),,,17
DAyuPI2nw8N6/w3gLzCRizAWUIneTul+lfC4J6nQCaI=,261016,465,拼圖,江偉航,鄭立偉,3
VqzoVQ1wu+KsAmPxx7CrT1a5nfQRVbNmWCdRhkNjkJ8=,184764,1259,Wiley,,,52
9Bb0k+roN9QJM/EJtAlFGq88YIUx6y/+kGe4zEYkT3Y=,209118,958,Nikolaus Harnoncourt & Concentus musicus Wien,,,-1
RTB+m0VPxaBPlYzrlddM0UQtZh8ES8XxQ6OhcBmqsJc=,231549,2022,grram,,,17
TdEEpXNuRpx4FnIN3C6RUH/JtW0IPPoFu0xP686nCC4=,210279,465,BIRDY,Birdy,,52
DGrxu5zKB+seXADkCZY94nmX/ob4oeQ59bQXSr5O1Hw=,263428,465,Aerosmith,Fred McDowell,Fred McDowell,52
+0K39xc3lyiGx8nioi9I/q/SHY9jHtVP5oFhRPtHGmU=,216549,921,The Mortal Instruments: City of Bones (Original Motion Picture Soundtrack),,,52
0milTWEEaE9zsnAWcMjBtMCC1odPHEb8/jtNzkD7tAQ=,194037,465,滾石國語1歌,,,3
L+fIWufrU0Ky+wdhJCY2+tYL5IjgLqJgcIQ7s5NEwnE=,129044,2122,Various Artists,,,52
tuCtooTl5P4gQ682365Ee96zAT/CKym5a1h6LYI0T4k=,259813,465,胡歌,Dazhou Jin,Qiao Lin,3
zfXUMT7l6BI8LhNOjQ+40QUl2x+xhWPeJAmZhErqjuQ=,335806,947,Della生活美學系列,,,-1
lG0tFA4ooFxi8iCJm9jggCTyICTs8I9Z4DKdf9VXeP0=,216711,2022|1955,Remix & Repent,Tor Hermansen| Benjamin Levin| Cameron Thomaz| Mikkel Eriksen,,52
t64XJVaAUYdOleAPvY3AhysXyPQdzRVEiwvOY9ltgJI=,1105057,958,Mozart Baby Lullaby,Giuliano Sacchetto-Giordano Trivellato,,-1
nV4T4zRFZvaCxL2M+hP7XtGR5hGA3uUj/VpyIEbnZYg=,209675,958,一對校園青春男女 用二胡與鋼琴碰撞出16首古典音樂火花,,,-1
