msno,city,bd,gender,registered_via,registration_init_time,expiration_date
GwJIRjnaRa3leUgflPz69I+mPk0BU291qCzbKIO9rxs=,4,22,female,7,20131213,20170930
XTd7F1EcVZw24sq+MpjAmsZzdaGpDgzzjWeKGqzPMPc=,1,0,,7,20131227,20170930
jeWx19HjzXyHed5RRB9w/X4qdGQXBoD0eIsWuWLFNyI=,6,29,female,9,20090922,20161111
qY3s/8U7aq6blfzXkWEztzBPgeriSjTDSM7UeNiwLsY=,5,20,female,3,20130809,20180627
uWHl2S08kSvZ8uupSi71UA+bhFfSjJAg+JAXBgSY4GE=,5,55,male,9,20140811,20171004
mrXoh1srFVwaz+7B2DWxtYhdBrlAFHUmOi2xeVGn+TM=,1,0,,7,20140819,20170910
f60czfiEpW8mEtWxIj6jAJnS+Bbu8m8OY5pkPBx7BSQ=,4,17,female,3,20161106,20170711
GlZEtMDyVHE/grfMbjrYXEHIplkNVI+et48aYeqArFw=,1,0,,4,20170214,20170217
RdsvzTslpFjd2PvXmP+2eCxR4Qv6HxZ7/VrrlG7SHoc=,1,26,female,13,20160909,20171006
fT1Q4d3G0cldCprOq+g/TBctf5XHlZYOEYDleVPYVE8=,1,0,,4,20170102,20170105
14KeU2iGGdeBeIg0jzZ6bAuq35NXwIOG87MxhPiUI4Q=,10,26,female,3,20120611,20170918
mYgFfJJLt2vIvc6IDH/v+5N02iCjrVzwHPXp1k3ja28=,13,18,female,9,20110714,20180313
T7an+Cw0Q/frpl/gHHwC6ElTYZ/GPhu7+3hVXvoV8oY=,13,40,male,9,20110118,20170930
KKFJzIsyT19tEQ+cHEeRyamc3Z3cOhyl+MmZamwxCME=,1,0,,3,20140507,20171005
35blnn4ThTzriON8k0kDGFyLXPudEqvAGmaiutuhsAI=,8,0,,7,20110925,20171025
UT8aQWEK4FxYy/5HOQT/l0uR7GU2NB0CBxoUe2SknJo=,13,36,male,9,20080928,20171001
MGNEnZJY7u0g5fKtDRRxlQejP+m1rOLllWyunS7sxvI=,5,40,female,3,20170130,20170220
VD32k+9H6zJ1oxCzyXEk4IR8wdfqHokM+z+RwTP3pL0=,6,38,male,3,20140529,20170807
1CYW5BhjKS3e4EBwKpk1m0Na6auxYPMU8ZQlPS5xg4Y=,6,0,,7,20120115,20170910
2CITbdRK6bDPtEMyglsCTe9Qr3KFNKHS3eKJutJTHag=,5,29,male,9,20060212,20171002
kPwNGbNUdY4VVaRspLzFCInIN/Buq/txhttN/G+60hE=,4,17,female,4,20160828,20170907
k7QYKksgjDbQ8APft12qRtOL3z4cdFm5eGNzl6fJbXY=,1,0,,4,20170226,20170301
Zfmgvk5EM3tCGWmhI0b4l0Ip7vaFROBNt37r17lY964=,4,30,male,3,20121019,20171006
HU84Xa5/hfXVNMOts/8On2maSwE9eoY+YQRi5Zn3MbQ=,5,0,,3,20130204,20170917
MM4kvIkbn9g0au0Mbk/Id9Yr4q5ocMFNLyh48E9mias=,22,0,female,9,20050731,20170930
ST9AjWh7Al2204CU7tPtB90Mnx3DTL4txuJM9UEMi1A=,1,0,,7,20130124,20170923
UQMIaYyMZoUJQldhOmvvGcLr43fflYCPD5ONSxYCxCo=,14,35,male,9,20090828,20180417
W/gapi/wXBhQg+qwNBx6NkFMQsOJrc5LblVdSmqMQrU=,1,29,female,4,20160830,20161226
/HhyTn0DTVemBh1VLJZccz8wFXWZqESxMVh5DuP3fIA=,1,0,,7,20120528,20170930
/EyujOWNX79PVyKXgn2XKHNJ7SS1eAh5Ty8T/C3d36w=,1,0,,4,20170112,20170710
LVgxHAz6GHdJujs7EXGl/4G1vP0P47c7L3yrDpv9usY=,1,0,,4,20161008,20161011
cGNDgMUcy2qcw7zVbe228yC4LLfC28ByuwEGekzfX/A=,1,0,,9,20170210,20170213
hwGiv8YZG1smsDJYmysjNSevq0ZOPiL1d3+l3uTCrP0=,1,0,,4,20161029,20161105
i8mhrMurZr4wey0CRsAuI6H0GlUCb1vQNMejcTAOxR4=,1,0,,4,20161101,20161108
nqmpF78qWkpdYVDlHMdJxaIee39zLsesNuzmpPhdqiI=,8,19,female,4,20161010,20170718
8C4e1d4ePmSB2825bL+JzEi0+00FmWJ+ZmqykcrxHz8=,1,0,,4,20161101,20170710
opEk4PbAbaxprjmvEoZojEMffk4o9IYPuQ1cjpvEEX0=,1,0,,4,20170127,20170130
XUDnSrOZQcwjOrFN5oSb3frWwYv9iiWpIoNPgVyJBxM=,1,0,,4,20161127,20161204
20UOoBtR1Uzvz0CMSBgm6Eh42t6ds35FCepDJ7G0Ds0=,1,0,,9,20150118,20170727
a7KOJyuHBXDBhdZExmSAYJ/aqLiVY+tMgk+ONrPWUAU=,1,0,,7,20151221,20170921
yfEQztkwc0v0OURXn9IyC3FFSQBuQjex1ZJTwOpM1EA=,4,32,female,3,20160219,20180215
cLfaPMLogNksvTU9fKoCYIqQkt4riTzbkq8nJcvhXCI=,1,0,,7,20130618,20170916
5AKrq2HwODo44bjgpw/k9vlq6mV/yDfcgrj2FV7K9zg=,1,0,female,3,20150202,20170917
Ya4ep+DiJc9UQVg1r1Ee4O6QhJLssqLkuwA6Q2P1SvY=,22,36,female,7,20151113,20170928
FPw1FeCQAtaBixz6gwUvX62QB05IgbJeWAgIbbirDgE=,1,0,,4,20161210,20170726
Y4SoGSorGY9TSlX82uPeOPewZ7qErV9P9RVf2HsGByg=,1,0,,4,20160128,20160131
CbGcPJ40KtKzMMRavQYVLjsa6Y0nRBapuaD5O9h8MpU=,1,0,,4,20151112,20161110
tZjnJ0ytg1IFcsdHMShOyMqwm55kyNMyyb25+T2wO0U=,1,0,,7,20160127,20170930
9SYaG/IPl8TpJHqIEDiV5fjmqIEVVHlTHgQDd+knMEA=,13,21,female,9,20070609,20171212
8jZsAn/r6fEGJkh8+GWr6220W6nIIuEdiYAbC1tZMGw=,5,20,male,3,20141003,20170731
t41qG21ZxFuxK63Fl/dNX7RU+KsXeaFJWk5pKKOap+8=,1,0,,7,20151005,20171005
DlwnsSfcW/xi5v/+C5PGkuAFmgEPR95SCrcZDeTFl9Y=,5,31,female,3,20131231,20160816
LHMy/GfHBG/jjntLzvdoJ++/hpfyWKPAi/C8HMoVeTo=,5,37,male,9,20110107,20170604
/LK/6mtzjpTGuUptdaBxNHiCW1Cq8CZ5OryOfjTMx00=,15,24,female,9,20050309,20170920
Gz/bwq6vWwkm5QQOCd3ftP4F4mMthEFGf3ztaXgm6e0=,1,0,,7,20130902,20170914
IQjgY263sUQHthTh2jlyzY9v5tsArkVI1sF+ry0Szi8=,7,21,female,3,20130814,20171022
RkFU9AhiBPVEIgCOFs0YE2pfzkulYm0FiyHuAlo0jIw=,13,27,female,9,20130505,20171007
5AjpQ1H+tI1c5FWivxOGiov6if9W8zc5CfO2FMUsoyE=,13,27,female,3,20130911,20170918
kq8Vc04PCQiauQ7tj1C411X7K0M05bPS9JKqQcjfleA=,13,39,male,9,20110204,20170921
V0aC4r8k1UmDpupOowAAc5JT6FBwhOQCDFkRr2x30Ag=,1,0,,9,20161115,20171006
5vMk8hTXw6iQzB5dQUS+xLdpIuWI5rMF3yaZs/wb5Sw=,1,0,,7,20101107,20170921
c+TUvUE4Oh/e0FV0xsur8RGJ0o/B3JVosw+iaqYvOxg=,1,0,,4,20160226,20160229
TVk3778RlI9QSdwPmovu6u6x3p5psvD/mTqUWz/bHHk=,5,46,male,9,20160107,20180417
prjEYXhRpCytwRLgeifN6bI0OeTGHDJzmWD/bTiem1M=,4,30,male,9,20110106,20171030
CL91UAbjYfhlEg1Yjh10QStr0liu9B/yImCGHlpiEMI=,22,28,female,7,20130707,20180709
OvjiXvNCpBBv7U/++EtD77HSKnHai/yFuhVeau6Pv8Y=,1,0,,7,20150620,20170916
ysa47Xg9II+u4MNeXJohIUwn7oAtSIap2EqppqTe9Ac=,12,25,male,3,20130518,20171007
GqW8FoTDp84V0cayFSE7aUCN1nLWjgQ6ziEj/fvoi+w=,1,0,,7,20151116,20170915
zp9XjNIR8l9FfxlAmBPfkC4gH0wgvZNXuAask8U3OzU=,1,0,,4,20170216,20170219
lAE5p44HrJOPwjf/MjxJ2b/+mklLVbLRZLzAfBkJeh4=,1,0,,4,20170111,20170114
KkkoIHIDkCdXamAS76D1e5uHVwpSWXqLseRFS0GwZMI=,1,0,,4,20170206,20170209
bAi42s/ENGo+rIIMjQlaFlcJ163piPdkFkeY8AED7Cc=,1,0,,7,20130513,20170308
IxCMOKz54leegHL3FFCdO5Ekt1uInF8JhRF3blpIkDY=,15,45,male,9,20110424,20170908
oe1EETKVxbiBO9dE2UAN7jo4fiyqlercraAdbGx1bEA=,1,0,,7,20140202,20171002
zwv9PrDsEvmWWRj+FOWuF5wYcpcAdhC+qUzDj7RG5WQ=,12,35,female,9,20071213,20171221
jUeymapWPIbTSk+UXavCFQBcsGwn7aparerO93YshLE=,20,31,male,7,20150909,20170909
8tSgHKzljg7TyPLYrU9L7CgHIdShVvyV/d6PccMRzhw=,1,17,,3,20140718,20171022
wDBZFyjBES4rPy/TFcIa/MdbBUGM8OoPyhfcSLhF1uY=,1,0,,7,20131024,20170919
Kkjxa5h5eBZchzEI9XZByQ5xyIK1au14+vufw2JIPO4=,6,18,male,3,20141117,20170908
6N/P19EjdLJlINRE/YuOBNcO8DlC9yuRE+GJ/4btZdo=,3,31,,9,20101126,20171022
rsE2/U5UTderFhM9uI4kU24c985bY0UiuK/wrqXDHos=,22,24,male,9,20131226,20170928
dryJB4hTz6SsiLZEgptGj8xqgJTpKfmfoXfAZ+efNPQ=,13,26,male,9,20100827,20181112
LhQrhajmgKLVjkRuZj+09BJnrV3kZJV6sMUda6XlR0E=,15,0,,9,20110806,20170930
MD6kY39lMvZJC17iFGXIC6Z/PU5TSOHL88BibMGps1M=,1,0,,9,20121223,20180627
SxbO6KTZCe+b8Jv9GOBt3OOm7aqINEAyvauga6DIHYQ=,6,32,male,9,20071029,20170930
eY6Fmivtd4vGlChDbiAuQ0lBpR8VvCeOSWmycycydqI=,1,0,,7,20150711,20171004
tkOnZJGLVInBqTVrqkc2RbtAOU+J7niAbJ1cYMY/mFc=,1,0,,4,20151122,20151125
7lP47PFcaANgMOC8E8Shl28FrJ2HXoKYlwiKsU/Qnew=,15,0,,9,20151215,20170403
IsNCSdUlBF3ZcKhquYUvwol1e4FVksUnOwKXOrhuGCA=,1,0,,7,20151126,20170930
8v2NyaOz8UDswZ+eHhmFgOPpMbARb2CWpHTypsukXoI=,6,28,female,7,20120109,20170909
mGetH0tXu9dSnBQHNEQetFsNzCGXjbCztZEOrTDYJpI=,1,0,,7,20160204,20170615
GAkAF00MgrIrG2l5QWjhKBAqYz7Oi5ZAA+Vb76VNPvQ=,1,0,,7,20101208,20171019
v92KEd+arFrccFgfRSVCcKyFMGHnt0DObtEB+qWSQW8=,18,0,,9,20150625,20170126
wx7HCZOW9N5pDztFdBdh711gaQaesW9GDGjwRMpWZtw=,1,0,,4,20161207,20161210
gUiuY1I2hFWMYBzrAQtpiJMOaavU+m6dJ5Aig/4/qDk=,1,43,female,7,20130524,20170914
LJwcmq87mg0J/7Wv+QkOBaogfgPTewguICqGmkNysWQ=,5,31,male,9,20060105,20170930
pOatMn9nVJmcOXZABXYT44PUN8Ete0h8iJGjNRmOlG8=,1,36,female,4,20160611,20161209
KqNiR6+ZL/uMG6UTZfEVIOCKgqEEXjEeJ4Ye4Y2AlWo=,21,26,,9,20150121,20161219
Xlj1XgVXFokfwDu4RVzQQb90Jz0wCLcmoT+GvmlvIGM=,5,22,male,3,20150708,20170613
zi2Vcdlbu+d5rYIa7XzZxMiJp3uKCHe61B9kIMLsFik=,1,39,male,3,20150218,20170609
KC+P+QbiPt7UQhBVTCo/G0q4dS9DEstFdnfRuzf/9X8=,1,0,,4,20160415,20170917
Uxogr9qMhmd4BLNcJ39fdmdfOfXI99sLZSNnA6G6pEo=,1,0,,7,20160122,20170921
AMyXfVFt0sCzoZx8D1aF34qy5WAUQeitC9jp/XRBf7Q=,18,26,male,7,20130601,20171007
e7f78FB/0t7ThN6xOoKa5gZuyBwv0lfTD/CvrX27QlM=,1,0,,7,20150802,20170531
Ju8g8/Hhajl6BQoCn729tdybAb1qYsDKSXvZ+ZePDXU=,8,16,female,4,20161228,20170116
dJ+gGmm/P+fWec2bVS7tX1VtQ5ajm/vuCeYSk41HLXo=,5,24,female,3,20161209,20161212
/ksfKItSivXFJs+FyQEQLOuoPXqoup/mzJoztgQPLgg=,1,0,,4,20170118,20170121
rUig7+84fCNxmSFkWnA+hfG+ZyP9tSxpHrZDsNdjJx0=,1,0,,4,20161207,20161210
k//oYruM4+MFUVokjwW5hmoMGUipSEYEpL+S3c/D6ZY=,1,0,,4,20161111,20161118
4IKzB0K1l59ZpWs8ZtaO8PoerzgEatAnqmR74grxypE=,1,0,,4,20170225,20171005
jsyuor9GAaxwrh4ZSAsRQrfzldW60ueockXyCh6dnDk=,1,0,,7,20160829,20170930
u72GD8mPmg/ZqKQ3egQBRz2C2Iu97p1gA7A3E2jJsCI=,1,0,,4,20170124,20170127
zkQgXYjCqQnV/xWX9sKaLuocyEw3OcfEyJxWpRqGIzU=,1,0,,4,20161229,20170609
H+vmpnHf3u0VItjnAVcdhBQUmUe7h6t1P03Bpn8L/EM=,1,0,,4,20161204,20170709
kvazSlVPrT6LbXk+OfgflGQ+htGu9JV/dLCJOjy+r5M=,13,0,,9,20151106,20170909
icE97wka/qDm29xgT8M5C6M66OTiCZ4WjsaVT5+xMvQ=,1,0,,7,20160312,20170921
OjEW983Ag+SAxV/+gQbeLbuhbU+31IsIafF3Ds5pqnY=,1,0,,9,20160905,20170609
785d9qzYEcbOmRMeT0qV1Z08CXAMb1fCFlhUgb48jak=,1,0,,7,20151018,20170918
bFAWeGrUR9YsVeHCGkQq6AvmCVuRam91Ygqboidg4Yo=,1,0,,3,20131015,20131022
trn8fkzQ8df7uicgIkA9AMnwqETirz77eMTUQNhKH1Q=,5,36,female,9,20050401,20180526
HGi/coVbR5hAyUwi+7nwlr9NBSADwnYvETw+b65/5Wk=,4,29,male,9,20110508,20170922
qhTRtN/oZ7E5bJ0kggBU9flVaj3sHUFjCDA+Rz6AWbM=,1,0,,7,20111028,20170930
OwnmLpcOtGa7B/ugxX+0N6c99dR2uD2INy+RacYNuiw=,1,0,,7,20140518,20170920
qHq1J5s1H83OtdY1JIdRrTtFOulecjVO5HNKgZiXX4M=,14,28,male,7,20160618,20170917
eRrjRT+CBYy8ZLcPTmpQN1yneH4tjDuHyBGqeJhyuww=,5,38,female,7,20121220,20170910
MYrieJvUpXxv08Yq4L0InEjNUBXhIt54kLxngpPViT0=,4,36,female,9,20110123,20181021
t9eORcPrgFSO71jM0uagutJHcSPIko3OwQ42Ey8Hcx0=,1,0,,7,20151223,20170923
PZARaf5VcB2Pz0zl0fE+DHa/Prf905Mzubv5AAWAJDM=,18,27,male,7,20150717,20170916
zJbPWcAIcUrZhJeM8Y0YFT/hGwbcHDBnebFWhK/JoUc=,1,0,,4,20161231,20170103
nplCI6CRMGx4ydVjzxkPr9oBtH3/x0tWdgBltVO+D2w=,1,0,,4,20170224,20170227
LkKFVEK1kxiPyvS+p6n8ZuQoE4WyxX28cW0/vVtpXwc=,1,0,,7,20161219,20170919
K1FNeGuWum233EqIKw1TLlELDVaYIHU1HrNowu/DDAE=,1,0,,4,20161127,20161204
f++EFycVUVGboXpx1Q4+aXdrEPzQ6cExBXZu9cb6g/o=,1,0,,4,20170104,20170618
p2AUw3qEX/9VhenAYOvsS9LiCb4SzXevzGQLUTCvbdI=,1,0,,7,20150719,20170716
z6Ro5kodgoo9Wn/y8y00sPA4V659eJahiE5GqjrhmLQ=,11,19,female,9,20160212,20171004
G7EonoojBt01uBPDIKmZw6mzxfoAM3Gz93G1QUyhKYU=,1,0,,7,20110322,20170922
c6d3h/5YLNH30/FcoSeRR28VicXxRhh1WebYRK9D/NQ=,15,25,female,9,20100822,20171022
JDum9EgCjIdytPymRj91w+9pw1mA7RvDSyfiwR9j7FQ=,12,33,female,4,20160629,20160702
GOMER3W68jOLGsdov59nZysiZXgNE0TRii27l+Ts/Xc=,13,23,male,4,20161113,20180123
gzgXQ1WMBgRxO8Nf1WQnHzTeliXgVu77/MeEGIFcJNk=,1,0,,4,20161105,20161112
yRQp+EKOe9weq02uzQrUtPnu8CeWLqt/mLsUTUi71lI=,14,20,female,9,20080811,20170909
NGBFuLGTCYZyIikX2bKpI2Z+zO7ILujTyuF5YUOqFzQ=,1,0,,7,20160401,20170930
uQYSpIbJLHeH21GFtuZjcdr3TlSBbn4E6aO0civEwu8=,12,25,female,3,20141227,20170923
5mPeyAZyC5JhrcSi6pQ0t2vVLvv202jy68wN68AW6Tw=,1,0,,7,20160129,20170621
nSDxtIiZWEVUqrymunoIKxImzmkYnwg+Z5dP37Qc8tI=,1,0,,9,20150315,20170807
vlVRAerMADr5q3ssIlvdhVNLLaVvvO3zQuFfVmiP8aM=,1,0,,4,20151212,20151215
6Y7c1eOa/H1iOWRoKPQgv5mv5wL3x0ohZUPTbs0Er1U=,1,0,,7,20161225,20170930
NRAHeNJUWI/dMeFsyXa2s+QhdfpFqWzMyFKyhsOQRwQ=,22,25,female,9,20131017,20171003
TDghZ0YTAV3zIvfRCxGRZAHMp5kHAZglrYqvegs2Z4U=,1,0,,7,20160826,20170930
QVLxS5DhCXQrlgmEYxyCs92VWIijzh3rQpw63kDmwuk=,1,0,,4,20161114,20161121
+PDJaso0oLAw3vglQ9yQybuFzH0XHFgZwPbmNOif6YY=,1,0,,4,20170203,20170206
qos0iYIGxmWQwuLIVdwAykQqHNSDJ6Si2wcic/ybTDw=,1,0,,4,20170109,20170112
bJwnoV6FcJRdsYbuDaKWB+l23sUASCmzl04ZZ9iIQs8=,13,0,female,9,20160330,20170330
398lnl4IDlMgHvCW6anTz2/OUfJ0i3rOf3xEyiExFN4=,1,0,,4,20170226,20170301
MaV5R6vNd3UPuPr1AU9vItBbLMMPfP7g8+AO0I2uhv0=,1,0,,4,20161222,20161225
Lz6x99Sx15hRLdwvWigkZfFTRMn0dgU7yBbv2eOX26A=,5,28,male,9,20060721,20170916
U24FNDRgkeBcgTA7LFVv+rxjYjfIWQXon/uHBKr0q2A=,15,38,female,9,20061119,20171015
zLmztUAo1kqXa6jsn82B6eWuqOLz+ylZb/wWTaoAfOo=,1,0,,7,20160110,20170109
vPPZWA8IUGFG6KCcZosTICuz1Z+vlvi6p5u94fsdWIk=,5,0,,7,20120104,20170908
TbXCe/Isy+9B5ObW368BrVW3fdggqHTOEywrtGeG8Hk=,22,29,male,4,20151208,20171010
ihBL4myKbbGN5iQuieFIQ0K9WDwFyQ4vle44QxVsl+g=,15,21,female,9,20110625,20171003
Y0UHjgDfP/WcKt1v+0wSF3uEJRnvaCYmyWZEckncI1w=,1,0,,4,20160120,20160123
tLLf4WKdmEPmGZ+GyUN2uhsi4BC5thLixFtrKx5LCnQ=,1,0,,4,20160905,20160908
fW0sWrws1q94LHs2eAR91sGv3DCtDWQi4GIySu2ZiUo=,5,22,male,9,20160308,20161221
iK77WC6M4stlLvs8jM1VJCh366mKZbhkUc3J4pxfnDI=,9,28,female,9,20080110,20180302
B03FouVNe9bYaHEI85VVO8Rz62dXHLO+aHvUayiWYEI=,15,21,male,9,20120611,20171010
ow/2zJgizaWEQc2PJsl3fXsjfG5gRSaYiwTXhp9r4+s=,18,16,male,3,20130511,20170830
uusmObFdzBiKW9mcQOxExp7Gzvg7w02gIDFPwG+YlGI=,13,19,male,3,20120812,20170705
/Od5t3sZ6+cvnxSIdwx0to3y4xxOuCzFNYafh7HGDTc=,5,54,female,9,20071225,20160915
0WAzZU1GYCwgFJY+zjGFVauHgt4OlNb/TmuC5y+meWI=,5,20,female,9,20090906,20181007
QND2sAVpaeNz1+e/L236DyshaDOiYQsKA7AzjaknCe8=,1,0,,4,20160628,20161126
MTA6AbNydn5TQlVtA+usk/rkIzELeV1LhDnNalbqVhQ=,1,0,,7,20161126,20170930
qXcSQayilcHiBQzUvKwhubVHhaut/MQMZErHzVInGjg=,1,0,,7,20161010,20170909
fPDG4b7GXmj6IneP4sA32SnJb559U8lnxdH0EckC+bo=,1,0,,7,20161228,20170930
M4RNFcq97PwxzISDXmu7PFdtTnXcxYUqK1wBXkQfLCE=,8,22,male,3,20140331,20170913
m6zX8GUsmYprtwthVqSPld/heySitU8lgcmVP77BqEA=,1,0,,7,20160601,20170930
Kkzeb42gqITUVgjWfe8jE/jebgKY1G57aUrK/XUd3jE=,12,25,male,9,20110920,20170628
SI4+QtFe3Fo3l38Gp4hQD2KnsFNMnzOeTA2ENCRE27o=,12,23,male,7,20110211,20171016
hc5sP9Nima2SOxevatNJtM9DfPlqVFW8uDiXI+QByR0=,5,19,male,4,20161111,20161217
dcO8NqV2xl0FP2yAqva/xbFusDXWZ9i7p9LxCqRogJs=,5,0,,9,20141219,20170124
ET5/6hnkxL6vVnatdteOobaJXKOG24hxHrirps71r/E=,1,0,,7,20120102,20170923
Q6Ps2skrCzddj//Eg4DMBA3JPZoyXSKGC6XVWJvtU4o=,1,0,,4,20161218,20161221
jQve/pgzXSbzey+Dkgi27G+r/QUW0N43m4RVvgJPePI=,15,44,male,9,20051215,20170930
+VlHqtx1u5Pn62Qzad0ZvADBx1vmL4YxmZ6NlnxnEuE=,5,30,female,9,20041003,20170930
HXU/u7WqZt3xCPKDe06DUknmpAj3jCI/QVvO4C08Tms=,1,0,,7,20121106,20171001
SC6QqeS1g7VkxSYo8u6Cl9cSLRzqDUxMpwZl4elK494=,1,0,,4,20160124,20160127
2X4JicV+xGHrXPSRC+hgAnZ/fidJCSIcpQ4B26MUWfM=,11,37,male,9,20110118,20170923
65wDPGOBiE5aaff95DeJFdqjxPJxcixpt1Ni0KURbqE=,1,0,,7,20160629,20170930
F8CBnF71W2UUtudeCZvnoMsQyw2bs/IhN37TSS0ZhAE=,15,27,male,9,20141018,20170809
/0J5zoDaegQnAiBesjT85RAlB1C3AXgk6Uq0XSVtTng=,4,24,male,3,20141129,20170921
JV2gkvH8X2zDFxyxweXM3ABCjk6JMnh3W4lm10rSntA=,8,31,female,9,20040503,20170930
TCKvrP4sPwc6pYrdrgd+8m2GJZ/DhDpRjyL5hrp0VeU=,18,17,female,3,20131216,20170913
O1VzSm31VDiP7Qz0Kfp0jpJhay6MNk87bWPoQdX8RH0=,4,29,male,3,20130313,20171103
jk3UZjaDDgqm55gV40tO6SN8XQKL3ybC/XcREBOLM4w=,4,26,male,9,20071102,20170920
6takVibQdMIXYkAUF/EhmVUE0Juzl1IzbmG4++BIquY=,13,32,female,9,20051208,20170930
4laLG2Gv9dm8eGsC1IR8W7Pq8didKgvlpFTASSlJi5k=,1,0,,4,20161112,20171011
2fuuBZSELuJnXiGB2cp2Jt+Es6GxkfieG4ZzzaDLuws=,1,22,female,4,20160925,20170102
iEST5bBsbPzpXSAJVTUnQZD/0NXrqbAujwSh8Y/ALjg=,1,0,,4,20170212,20170215
EgPvyT1c5QvYy3og2RA/tATNUMb4K2KMnufhlBlts/U=,1,0,,4,20161219,20161222
9tkCUqvyFRPScSMah5moNZbKz176u2afVhGMGVnnRGI=,1,0,,4,20161220,20161223
0OewO4hN5eItL/wIb06vk+D1NshOy5M4KRZrRv9cvU0=,1,0,,4,20170125,20170128
zzH8+kEnDu02NMWBPCjio6wOujBZUs7y9o7AWWcvIGo=,1,0,,4,20161123,20171130
pTQ05XKkbOllhCdrebcCaTsvY8ddPHG0Xb8NU/k4DKE=,14,0,,9,20160809,20170911
AB50kvA2Hufnj0lJmDVwqsh2JWkA/Lf4HJnMUG+cxgg=,1,0,,4,20161113,20161120
xamnRA0CdKzJo36nx/qn1+6zpZ0Q+5unT4urC/o0kkI=,1,0,,4,20170202,20170205
k5GiANbZL26AKKuGzZizlxouvSgElgmiu5BvWFqX2uc=,15,28,female,3,20161003,20170918
uuTTPvqjvo4Nz4D4l3r69HEEv41s5IEIa1aCOuu4t7w=,5,22,male,4,20160808,20170711
NLn8R49iIGPgZI3Qslxiu1U2KS59Ce6SbKOV5oepZx4=,12,27,male,9,20110516,20171017
GNvtCe6psqqUWBJbg4+9WV1fHE7ObCEaBu2R1KBA6bA=,1,0,,4,20170225,20170228
t8uSd9WN6ydpxtnD+O6VLo/0QPc3tuqekNW/5wgayh4=,6,39,male,9,20090117,20180417
U7nRynSs6CUMV0vyAEXrXuWtD5BMhf+1ZwpdBFe/IBA=,1,0,,4,20160623,20170611
3g9OCwQ40iKWwd1JPXYKeRO8BjAVIZ1yITSOi2ZSEWc=,4,33,male,9,20090505,20161205
VmzzsDSy7M56k10dC07T+zKTOJCfq8jvOIAW4/U0GMc=,1,0,,7,20110823,20171003
kXcxk9SFGMZfO2CU92pTmfDsNx2/F1e3V91gLqSBhc4=,1,0,,4,20170122,20170125
DEDRCmaRG71Hge3fmNGo8zip8xqD3uioGUR438x4m+8=,22,49,female,7,20101105,20171005
HjNp1+byPaB7c1jFpC+1SbtYiDGiTEMwOIOK4VTSeDg=,5,0,,3,20121128,20170108
V6V9RlqhQdjiwvSMabOoqpSsse7IP1H3rC0j6eiLfN4=,5,51,female,7,20140512,20170930
zs6Nv9RiB8Pf4aJu00iJ1JgXJL3jGjLW3+ZNzcqZrBA=,1,0,,9,20141222,20170617
dGwV1e3PHUuofmfcwWKuUc1vi5TPsXKEfEhKFyY3SU0=,5,25,female,9,20111018,20170916
2pt3k9sBiChBwF77VYaAVSd0sMPwaEGlZEcRF3u5Esc=,1,0,,7,20140411,20170925
3WUnEKYdIe9wZA7HOVnlDaF2MKBvakc4qiIDbyw4d7w=,6,28,female,9,20090120,20171001
9Yv9X8u9PUliCVGI6+gHGiKw7+mbfoP2Hgi9aPRw+a8=,16,34,male,7,20140906,20180307
/Fc3ie2wEpNMw2PWmVhZ7Olh6tE5KMYburGooIpXY/Q=,5,28,female,9,20101115,20180220
WIPlpo+19flBAWNeEwehNGPlppm5Ca6cv+Hpj9K/Qjw=,12,38,female,3,20141204,20170924
oAfhEkxnIkSGpbKpy+dvknvfnEE15HbWXm7iGDIDxcg=,22,38,male,3,20141107,20161126
+w8wTfuv4TE+bAuWlijmth7S51AgnpZfKStU3/+04/M=,13,20,female,9,20120608,20170911
4H+ZaHr8/KhajwfLQv8H+033d2xZmNlxiFOjkMlUPpg=,6,29,male,3,20120114,20161216
gYhGKfABUb7RF/Ql92O1oZCIiBApurmx46kpI9YbLv4=,1,0,,7,20140127,20170930
qncZyvVkIoAYoSaiDXo8qweD6I+c5RvFAbsIcInXolg=,4,25,male,7,20161121,20170920
iOIcxB3WGwM557GDzxZZQSoh5gFYLoqV73b2KckbfrM=,1,0,,7,20160826,20170930
aXzePUqvldLRMh/c2Cx1ytsxwoVSMPM1RtM82B8z62o=,1,0,,4,20161227,20161230
PX4pxa1zyl7ImOG5Jr8UY/I9htjrLHx9Ycj7D7SyFiQ=,5,31,male,9,20160816,20180216
TaQKnlsWSRPETS6rC8byDSsD/Sxag8n8OehR626gjzQ=,1,0,,4,20170122,20170715
MOpPbxB8PuJdanJ7gCazpSMd9WHtMheVK6HXPIiJ2Dk=,1,0,,7,20161124,20161215
feiXNK+LeQ/lZzhqJ8I9pyvcNDgd7/JFav2xBTUsZVc=,1,0,,4,20161228,20170121
hGWdlypWAIp02oRDeY+38WmGPQGAh50vL4WipXYY3JQ=,1,0,,4,20170126,20170129
6A14jStpfMmtH8lmRpitFp+zb5DQLrUV66q0hBULqGQ=,14,26,male,3,20120615,20170820
rPc6o+k+aQH8V3omh79wgEVd9UzGZAyZEgHEAA5b3KQ=,12,23,female,3,20150928,20180123
fPDaKn0GbBOiVy06MRg7Lwb8VsK4EgoRRqW2yPRqqdU=,13,24,female,3,20130521,20170921
