song_id,name,isrc
K6GOrHSuO9RgC6Jp4Zg2WE1fvVF1Ha0nHYeEJClZJSU=,可愛的玫瑰花,MYHY11502936
d20aC+tH1WOMP+OmG8B0dwI7Kx4LwOWvxRM22yD6JpA=,想你的日與夜,
Rwjl/FcufZAh0M+K9Wuk3DrXkSXM7rMpvfECQd6WyiA=,Puttin on the Ritz feat. Ariane Zita,CA5KR1530032
TM1v5iUBA4k9w6b7JXDXys/TdAlyZXIFumh0dwfTMqs=,Lovely Lovely Strawberry,JPPC01503090
mLzKwNoMj3oKkP5F15iV7KDm7i7Ohry7/IaQQ3POLk8=,太荒神決,TWM031110103
nPnb+VgwfnqNghBPgqiiYQR9JBYpQyaZ9xz589BXMkM=,胡思亂想,TWA770600551
2Pk6JNw6m5pyGUHU7wy/OzIV/+9mWYb2lK4RxjRQ44g=,大悲咒,
mLVan1VFCk2sws/ovWoG21YHcT2OJUoUb5O+SCwsZR8=,暮色音塵 (墨塵音悲曲),
G6UGSUUtYAaAr2prhQ4+0p+mzPikpz4sJOeCUtNSCvo=,Way Up (feat. Ava Re),TCACN1651531
i18NDEZMfL2BWt1eL+xyEh5IWnmMecrp3TqxqHX+cR0=,天冷就回來2016,CNZ171600006
yncnhHmWPFeR2ij0awI2RCwHY5NEIqV27A8uyUaKb5s=,情瘤感菌,TWA139900101
t4maKD84HVRaDFTiAU+hibOohMKLsA8yubBtoUJC5C0=,Tomorrow,USRN11000086
PZBx5nv54F/A2XiTxQrH4Aajsq/kics3WCKw9I9uiEE=,Obake No Namida,JPVI01541490
VcnIsmKui/MmZ4wVMj3CD4hc9On71QioWDPNHNXaN9k=,Edith's theme,ES13C1151201
F5MNAjChe0ifR7FUV3NS+Uv5Y4C7f8Q9PWtNZGDnnnk=,白雪公主,
IPCb5sR+fK2JAwUguhSD7myp2s6CCzYlS4iGYT3pd3Q=,love,JPTO00101160
15o+079Wl9cWFgPw/RKQhf7/diNxkfysmAfYYd+LVlA=,Effects Of The High (Effects Of The High),TWC150101007
NniAoFn2YDSZUGM84VlBbE4sOndvpOGVyG6Wv97KBHM=,We Right Here,USDJ20110666
0mT6UDiY65bv0u8Q7u+GmCJ1oqtR6lc+aHr87UNM6A0=,September,GBZ521394003
mbSG5rMadw/uCN+JG3i6mACNx+FlYDN7XpkM7sDKsis=,阿嬤的臉,
4zXXpEeVng81kiKaUSkn+fGPOD9VsD31ni0hmjAGR5A=,小丑的姿態,TWJ011500110
K6EM8htjrHF72w5DE85o4pudSjK4lm+aC0zooluqcOs=,As Time Goes By,TWA770300069
6cgVn6qklbgL6YeRiR0tVgXLyLZ+Vj6+22w/PvTHHvc=,愛轉角,
yucAFBVRvZFuHreU5rIiFTBBZVuKWasB+IsMaGfszsM=,搖晃,HKG250030104
933hC5UM8eNqjv12wSgpYqKd1ZObniOv6PRWOVC91KI=,你是我的真命天子嗎?,JPVI00714030
wB1olA6klkNIhRj+F9SnT1yYk94pI7oSWfMf/MG799w=,遇上愛 (Yu Shang Ai),TWA470602006
H2kgFBG0IvIZs2220JGwBzEjquIF8ckm2sbA4sOaAEQ=,Ivory For Life,
pLqIhE5uCDu0tOJFQ32ga+UXv9Ns6eQ4Kiwzr+ziuNk=,The Way I Feel,
J5nX6T9Lb2y/y48+08Sm7wHl6xj8TLDTDPKDW5dEG5I=,Chopin : 12 Etudes Op.25 : No.10 in B minor,FRZ209908222
AD9UsVJtc65NNeKEF5PLUsfpMvEo1gq/ZvM+rqU9wwE=,圓夢,
3NR+mgFvrIEwLLHsBv1IMmuqQGvPakxaM+VMpfL6lQc=,小酒窩【落落個人創作精選，優美的琴聲，動人的旋律，溫暖你的心】,
L0NXxc/puOBlfXOIx8z+uZGjPp41yCumuZXSl7hxRF8=,Nothing To Lose,USRC16802683
kP4bF5vgorDSk0Rywna9YLtMbxqkWJ6ERuV/389eY7c=,Future Eve   ,
7ipe5rrC2o02lY0pC4uWbvq0U8gC26327iyfDK/SEFw=,BEAUTIFUL LUV (Beautiful Luv),TWUM71200023
mr1Us59HShVM/+CozAWaiHbj5NuzXYRlQwnBpz5y4io=,男孩不哭,
PtQ5FuQCaCSYPZrQvolY1n8WM4CyFHWScp0t65GICdY=,Way Back When,USUM71401020
ZjsZajrgnqqShaEOXyZ05DrbZqDNOiUqrrSHIzLYIvc=,Shan Ding Hei Gou Xiong (山頂黑狗兄),TWA479508002
VU7CXa0NUnfk90G5NIG+11QEcsh8y0yDQ/q/q2uSkIQ=,Where Is She?,JPB601501321
Ru+At9vyW8DSzZ9aHGFiTsL7BSgiNgD37GjaVeBMJIA=,快樂的等待,TWA770500340
YbkK8z+6wn6zaNdpGO9KU+VQklqCRzz005eCW36wfe4=,Edge of Life,NLE711600285
rn8KmCzmzvQDTl06cOk/oaSbFk2gFodz+m8vg5HXfDw=,Through the Valley,GBW2K1116124
p6uePqGQeQGnPgla5fcmUIwwzC19ioaSnQa3mB90fQ4=,Banana Clipper,GBCFB1306001
7nAdWNF6j8sZQOv2egESmHEEkYbYzWTwfWkSw5FTtZ8=,出發,TWX351500109
C0ddpkzr4b1iQ/QZkagzFa0YgnDw6FXKbhtyWBpGG6Y=,Never Enough,GBB6K1600007
g7fRS8s9uryWYkrpFLyzHdJSPkZ6n9RqlPPMasjoE0g=,I remember you,JPSR00602601
miq9FP8xSAugKLEYWzu9xmUU2xOvraYreZnn+XJwKPs=,Tessio - Luomo,
Mmi9DxHrbN6Y/fK9OK32SxOClFyO4s2Y6GDR1KS72jA=,Medley: 冰山大火/征服他/心魔/冰山大火,HKE051300229
cPUb/yoPW4FOiryjhkwFZGu89wuRUh/NZPn+VSck4zc=,Am I ready?,JPJ221300467
XQUui5BuHWhugO7SEhBbvLJJL+TRAQ9KB4nuHtw/G/o=,受傷,TWA259400103
iAbKzktCSewFBvngw8WaqbP/Fr5t7C+XZaUUU7EljEI=,Personal,GBARL1201987
bkv0n1MPrn5OBwsiuLTElEobZogUmIgzn0waZT+BWZc=,Going Home,SEBGA0107040
yMYi7px4h1AiZF4xJb/ITATN+fbgjIRpdK8gFxNsgIs=,想,TWA211551701
xXqaKtA1+UOYQENKpO7SyN+KiMWOiLNNqq6e3YEKeww=,請說客語,TWO471500501
euOnSdGgodaYgaWgfEwE/rHUrjalqmPzsEgNQYgxLng=,準提觀音,TWC831402006
VaWwU/81xTcVbF3aQvu4we8+fm3eZIG3cTjADb1OfqU=,BILLIE HOLIDAY (比莉哈樂黛)- He's Funny That Way 他是那樣的有趣,
mgNfJsJ7kDgMtWV7vXmYVqVxzTwgiKFhG8z5xzvw1Vk=,She's A Lady,MXF149800056
eD1tGWdHQLaL+ZkBLNbqUWNqVhyxgLqC+XzvGS4c0CA=,世界不会末日,MYON10500001
3WbjkQKhFT2KrmdGBl+Csi8JO2Q24JK7p/c1mqrsWDc=,Heart Sutra,TWC011610011
Cvhbwf9PMRpmqkFYRJHQmDeno7MxtzuVal3Uddo9TGA=,單戀,TWA450170202
XHdo1gZpwhAyq1FqDjMGBMDPP3FP7cb+WcmU+GUtw0s=,我的故鄉,TWA459440207
mSC4IKrAWtrAfXwRh3QRaeCw+xmteRkh0/f3K+BryXc=,너의 왈츠,KRA381208862
71lauiK+8hKA398QWyiwJHM7tdEFkBuxqXR8uc0PDiU=,The Black Gate Opens,USRE10301630
LoMZGw+r0bz//0b7sX3ZkzKQeSeriLLSSphZYE1H7ls=,Money,USSM10020959
JlkCbjT5kXbYXIChPhunHcD8KL53wCGjosHJ4wN342s=,Drive,USRC11301269
2DAD8odThfzPMJayHjwO+TTikxKXFtAud1Q7oW+u3F4=,Happy People,USJI10400107
TTNNRrzSTC2DQe1weqlnwDNbNzGIiYdCHVeeFlBVFms=,敖包相會,
lqHF0xi4YSCVlVu9TRhjUjAZHdaV+Cel5wMZEt/TYIU=,만인의 연인 (feat.하림),KRA381204628
AIJq4Re5Q7+lgVPMwVYF8BzKVnfl9wIQ15HotVfK+RE=,別再靠緊我 (Don't Lean On Me),HKI498924209
llCKabAtzBWtdJW2cF90H498DN0CNjeeGWDX7NUqccE=,Love For Sale,
cO4g8ZvHDuFh/k1mzq922qLuWD4YP1m5wEthQyUsR5s=,Gold Trans Am,USRC11201146
wapwaexM4D3ocbx9VH//X3GG9r3Ts5vifkhR+SI0Y1s=,679 (feat. Monty),QMCE31500373
jgwEKsdwzKXQnLyTyZNRFiHug3RLDMW3bw5OMUzU5g8=,Under Pressure (Ice Ice Baby),GBARL1000094
gauBL2xejqSXKmF7rfiaWbW0WAjT1wMSk+0R3uH/wxE=,Just Another Day,USAT20100527
QUz64poWrBtX2vG2kUsn8HItzkUSjz9UAXT+oDtHQ/w=,銀芒,
h+MAqRojW0SiZc0KKohXAXns5LxXZHmBVJxSZpqiNEU=,畢業歌,CNZ171600460
d1lb/hVcdZw22jPSFA/GaBRgqtVwRdTzwAED48YRpGE=,不打擾你的幸福,QM4TX1572011
BISKBH6Wctr448iG89l/jsDcVT1XCuTzjmFQsgvq1OM=,Samba De Uma Nota So,USPR36200023
bcbPz5jWy+e7pwhUweFtTLdm+SQ0xxHkzD3PX9XbQDQ=,Windy City,USUG11600623
7KIry9PUiBMZGWl3vjKWlvNy/07iMEuBNOeyOqFQA3E=,不管你是誰,HKA610200370
ahB6iExT8r1nnTnY1sCX0ErXIy7i1cL5fgHGOw4RzOU=,Let's talk over a cup of coffee,TCJPE1688855
iFxF+LNiMP1wXHoqQ12bUQcr7RmSy9vG9xfYDj2Y4yQ=,Vi faller,SEY4Y1246711
Nk/18K2zskggEY6nbO4SBhgoyFb6r9wpPhKrXr8G8G4=,江山(TVB劇集「洪武三十二」主題曲),
GqF/AERRD+SJrA51ygwVUCUka4S+cxIzFPovOzE4pMA=,Dream a Little Dream of Me (Originally Performed by Mama Cass) [Karaoke Version],USK4W0721952
kxgjC9nm38abtaeSYU+x+ykdcrBEayIxHs3IwqnNzgg=,我的廚房,TW2151610005
JPGVsF3vD30VAJks2JvcBDRaRyiD+UEfT0THmV6mP2s=,I Will Be With You (Where The Lost Ones Go),USNS10800032
Oo5GXqLy3wal7f/wUA0qoDpBmogA3pztgy15TCpIkQ8=,Cris Delanno - We’ve Only Just Begun,
jWRrqZJAKhYNbwsX2aNsH/mc//C9Tbe0fNdSS4Arv/4=,Relaxing Jazz Piano,PLL431747519
XYdcqBRsINiQ1vydksDNHDQiGU5kaBsLESOyNHd0vz4=,Manatsu No Chameleon,JPBV01121205
2gjTbrNfOe4gJAA2DZuE9x9eXpeyoHCKf3srJhgdlT0=,Sonata No. 1 in G minor| BWV 1001: Adagio,USNO19003001
QU1IQAU8bKo35IqyV34rCqmlxycLFV3yc4kCDe+slsg=,It's Me,KRA391500002
nXFG2pHgit+UbewUy8745xwV7eR6nzHPWFmoLzpSIvE=,So Cold (feat. Chole Castledine),TCACK1547675
+M8Zpdzf8r2yafVzd6ImFTq+GR0eOGXeu3TeTnVB8Nw=,Knock,FIPEB1600030
VJ63pQ7SMmka8dL3OjzF3t8GnIDJmuhThiArZ6WM+Zs=,K234YS0NIXZ ,USSM11204396
C54zYefX5hAC+NwOrF0eTGrl3jXTeSvxqL0AN0NQRoQ=,Baby That's You,FRP7S1500380
IhNgxddtexuYItsC9JiE6+HSo7QUJR6hxu04yViUzg0=,London Calling,GBBBN7902002
G+mmnaUzAUeoSfjxOAJPmLWm2qF2LuJPEYz2v6FPXE4=,Burning Bridges,USEP41228011
l32a9ZJrm2CaX2wpinegx0sEjE23ysj88NCBJdXM2Is=,孟婆湯,TWW471212010
LKYKngeVU9bO0nDTGEL7d+RGxeWQW8jfDNHy6mGdLYE=,2012的愛情(DJ 舞曲版)(晨熙),
KqFOP5ObHAxVjsNNjQf/G9cB6ZZ47hBCmEbhIazkDGo=,After All This Time,GB32E1400095
aHt2K7R2a+vI/gTS4Aau9BI357jLo09aO6wU4//WF+I=,Pretty Bird,USFM91100007
mgY3MWAwscOqsi1scSkGCHi/HAPQneUd6D7vGLdcUdI=,Impossible,JPG771609831
5PlmJLDDafyu0IbCy4IQk0CL4ZvEBvrnU36WWC5nowA=,"Vois Sur Ton Chemin (From ""Les Choristes"")",GBQRF1211826
jAktyqwJqlEyd10Gb8NTmrDZMPgPiFkCEk9npCPUDvw=,Won't You Stay,USWB10201318
/xCLaLDpvB5adE+A+e8bhXXH0EHus+jS6uMANH3m5/w=,Yo Yo (Yo Yo),TWA271107010
6tF4Bx1FnybDk6zmpD6c7zmk9TIH9/Sq5j2A64U/H04=,從情人變成朋友 (Friend or Lover),TWX971500203
smPZzM0Dm2nRo+JfvIXHaFzEQjWcutl/C1AcWTNQ9SY=,Flashdance...What a Feeling,CAU118300354
HKqhOnFirJFeIqLoDB4SVPt9s1kpQlFH9Cqb2aNF1mw=,心動的瞬間,
9BiNAV866s6EoubuCHeprBTNtLxinGrCE2rsTfSS3bk=,Because of You,KRA031206194
e2Er6dnXNMuNEqzdj/WUqLRpxLppYjoZl+153/dkWe0=,It's A Great Day For The Irish(愛爾蘭人偉大的一天),
d8/e5P3Ywc/oa5fgdfdJMU/uaAfP1MEdUCe/JpvxAOc=,Carry On,JPB600424601
6GAIHP8ZiGiI0LdjXB/M9bF5i8s6OjXqpFMJN4ZsUCQ=,Temple of Pearl(珍珠神殿),
X0huhSZVs4BUsv1IChkIsnM5szWrko+agZWvdipVK3g=,With You,KRA491301884
moWIkiRhIQSFpla8LOkAQSQDzxAaGJHhAAMfevgkPoU=,老鼠愛大米,HKD250532411
P3h7CoRN7iR3mPgPjWRaihAXsVUksin10s9USwaL9ug=,Mission Accomplished 1,
G2mGjF78zgbkyNcLK+mOcxv++n8JxebI3nLWhfF4kVs=,錯嫁良緣之一代軍師 第二部_第23集,
cIXjDeaN79sE6elwFM4fRdYlW1NyiXBAf5KrswbsO5s=,謝謝你的愛1999,HKG579908901
J/OXDrIx4Xuzo6+3ODZGLL6rOFGmhazV99mEsIiQNAA=,Lifespan,GBUM71403399
3xcN95MQnZ/oz4GwoCq2pXuGiY2M+D4xrYy+MGxvOzg=,Anthony Louis - Kiss Me,
0dX3PdYiA6arG9qOJ4GHfj9Zj5R1vEdIZqRiV7PIt38=,A Gentle Journey,
s8lfIBV2yC/LXCMpemzFSbltzCJrAY1azb11r7fEXDk=,Only Wanna Give It To You,USJAY1100129
2x7Yvg5fz5eB5HMMP0ib8ckRkatvDmAM/SZHndJOkVE=,Sing For Absolution,GBCVT0300079
0C0VcgPtlCT1yR+mZcQQsReAert9uIFo5Z8m+OZ97PE=,While We're Young,GBUM71025002
rvUEh005Y1n3fldMCsyd4a6NbEQRVOXQ5vASQ+UKr00=,Tibetan Suite - Song Five,US2H51200290
CXXuk0o30lztoeHICDUNdnHKCkvdcR/QFMvu1PPyO04=,Piano Sonata No. 17 in B-Flat Major| K. 570: III. Allegretto (Flute Harp Version),PLL431433145
uuN2lKx3AJDDBDefmz9mYH2ynNiN2UxEn6Z6L2eA0cg=,月圓花好,
9x1WejXCBhJJCUPPVsDDtsIP8oYGhbtqPCjJ3rLtXbo=,Who We Are,USUM70736615
NHD4/2FimQsaaij45jl4udyrvNlviJCZa/G54mIF2d4=,If It Happens Again,GBDDH8400001
upUqtwHJOgSnmWm5XEFpRuVDXPb7OJR87BL/s0D5yuI=,No Man Is an Island,USA5W1400162
LZaf39/zJYkhPheXFsBlyOgrtcYShBvODaz94ygYX7E=,Get Back,US2HK1341210
Axyhtc/b6UNTw72z/bseC74eU+5+EaNgl1uhkYdkpyU=,When I Come Around,
rJfedMntPFreSjXBHNBIhgQ0/6VckuXzSCjuW16/jCo=,Where Do We Go,USJAY1100108
+ZvsRnz/YYGrg/jzbe8ghalFqNfoJtWno8TY0IKJ2MQ=,Tvameva,US3250810010
plwS6UdfLP/LzdKYDuhHigqtUcq9yyC9u/qpaeSMdwI=,Morning After Coffee,USMTD1608072
ETAwFRypOXgbqarGugbl7uvgsjtkp91L//woPohe0Vk=,蓮華真言,
i3LPj/Iq8/RgljmTvATmg30WWF/C8R1D7mtcfUSRAIs=,Boogie Wonderland(Album Version)/Earth| Wind & Fire (with The Emotions),USSM10000901
mBcgKRs6lywYnZphltQ0jV21pxl7GkCU45s3baM37Ys=,明白小姐 (Understand Miss),TWR751200903
4M4S+GCcRLgudszyyBH4ALA8i9ByVhFT8m3MJezHHg8=,Axel F (抓狂叮叮),
1GOJPPpGY3ykDpqLUXSfXXqbMldYosW407KPMGFFAqo=,Lover,
siaTkboN0IAB8OVs9T+1WT6JlM3smLxoDpyDrAo0rhg=,Piano Dust,
1OOAcwswyPbOAql+nrZAu5ZWqIMyGJbsR6hcdFEM1KA=,Love Story,GBUM70900578
XwCNcmgkzO8MoMpdal+lQiRwrxx1I+JyIO3TfhcsAB0=,輕浮 (Hoity-Toity),TWS411500016
4vwa2Abf3iGgJl6olHgSOUnoEfacH3gZyS7X97Xz4tc=,Gen Zhao Ni,HKB120516108
vz31T2p1KiaJuEWPZLpV9/3F/pkhBh/E4DcrwL+i33A=,You and I,JPVI01541880
LhD9PNl4D9wxRfIfoCfKYr+Ou/5kftHJeyiqmH3XaKk=,Can't Deny My Love,USUM71500678
cFtNfD8LSzhxQhAm7alcj8I1HzTvKC6RhBKklc1xvAw=,Teddy Bear,TCABC1193014
WuzWGZHe2TnAxoXtb7yFxPSZyInvnCF0amlB0OPDmj0=,感情寄網路,
PDhDd2UVSjf5ng2Jx2anC+6K0nxsse2kwhdDVvooOXk=,In Spirit Golden,GBUM70916621
Ym7936md15b54lKswQHLvEAj8jDgyNImww44cJ2GPhA=,그까짓거,KRA381202659
LvNnfEmtH8wmsA0HH3Der+M0gY/TlwAeBkf8PIM3gB0=,Taken,GBHMU1100167
gIx2sYwCA4jVn91uUv0A8yShAZHb/rcfPzLHnZaibZA=,紅桃賀歲福滿堂,
B/FTEfKaUZzAGrOZ6Y++p5xEjAWSJlNOVJ+VLgDDBu4=,萬年歌,TWC019401300
fPraiWIA6JuspFY2ybUra1tXa9JuL6zUbsC3DpgmLd0=,流浪,HKB128902098
CwXFOpMDKF/xPxYlE7P+kBzgxF0dGnE3s94oSWY1Ecg=,The Price is Wrong,USYFZ1671001
ElEpQZk7sYOTFZz9z+mkWf87jpMbIHLh5H2NRWMXCZg=,Europa (Earth''s Cry Heaven''s Smile),USSM10013400
8VtPM93MVMZYdfuGpyqNjpMj3LdmXQJdVLZe7e6jB2A=,感情結冰,TWA458816704
XWdoIfDxryVnScUCrt00y57jNm9cfszsQujF+lfXb7w=,Little Giant,JPJ450805019
1h838s268j9lm9oRNqVVSUgPmP00pk95LNvEzZL0Gww=,Squeak,USUS11202310
OeapGwgWu9xpbtwO2+E8imRMwaqe6y3ephyNRPOI/VY=,Colourless Colour,GBUM70904077
xx4EkVf/qq7rg+9lYzYp3TqUGbDQ/sJbScczCs9vbFQ=,Devil's Night,US5261217199
Yl3+qrT+dYPEvFIifR/xNoon83X/LrA0o0b3b0QL1gM=,雙人枕頭,CNA260637906
5IZ/vvHviS+OpUnMDAQdbcnyZ705vtuubMHbG8EqmQE=,Variation on a Waltz by Diabelli| D. 718 (Arr. I. Jones),GBBFK1503202
aaYsbMuYXs2pCChsKy9YtYTb++IrnoymtOa0Bi3pJL0=,字字聯音,
21sgAGvGdLUu9qlBTk/BwB3s0mtRieveN0lkp1FieI0=,天官賜福（北管）,
JfjJe+vfngj3z5hLqiroLw7SSAihJPgvAZseFIip8NA=,愛のうた,JPB600746701
Y6+9Dvy7nccXKGXOvwsMaaNQHOTaS2ktFt9DeCz4Iso=,Crawling,USWB10807754
M0PRcf29MyXSlgELYl1lQim+lGDXMO7sjZhh3CLki8A=,Rock N Roll Nigger,USAR17800142
7pCu8cZxDRog30JElTHbwnlbIXi/gRAxs/LT6CMj98w=,Let It Whip (Re-Recorded / Remastered),USA371278695
4qXk2WHlkHD6ZijfHQpLLP1kYYB+0BjUA4UJfriS+PY=,Yes Forever,JPBV00800128
e5EO/w8qT3IEfXaXrZplQ21N7fibhEzdYvMCn0ckzW0=,2 Gangsta,GBQRF1004488
jS11O2K2iage32uB8RhhnTWJ1sUrsgMer+XMX04GUYw=,Old Black Joe,
K0SjuWtMxeKqx91b6hImEWD4+QIsLAyZhPxTVWGCXBc=,Kaal Dhamaal,INS170500002
i8D54uN5qN02UUrB/lnKJTvkXG3vgZ7EunHoGzLQrlg=,陽光和小雨,TWE210202021
6/AkzjeJfVdGSEoT7S5Vtlb/eSrk5S2IjpuhKjvo53o=,Gymnopedie No. 1,SEWDL6119163
7WNTygQDeVZNX1qFUEuw/4qU+OFxTJ8znxnQb6jm9/k=,Yesterday today and Tomorrow  (無精打采同盟洩了氣),JPB601400238
8tg4RrHMBAY0LnW+UOmyA663OUb31Ag+qahPIDx6bX8=,Angels,USQ6F0800048
OZzyhSABqRwVQGkexzcmsJ0VKz4+QmH3UK4Iw/qYN4E=,Chopin: Mazurka No. 13 In A Minor| Op. 17 No. 4,EMIDD0117115
PncaSlVoKRZwrTOBRxWUsZ5c5enbGT/TpHokiDk2yyQ=,Unchained Melody,USGI19500082
fHzhn51OFk1MfCTr4BdSR1fiEtCPkEx4xYuCPAURktw=,Always,JPU901501911
lO55Njy64cFakGXZ9ep7L56MWUVdFRnWh7Scg7aNpLU=,Nemurini Sasoware,FR59R1647521
4wDEgp1pI1Qp05knCHXEwbM49fJxrqirqPFHIfPC09g=,聖人之歌,
WDyH3HlFPIMyHrSwYvf0hnzdRC89XuUO00w7ZaakXIY=,Liebeslied,CH1409898118
vT0y21OjB918elqw1Fw00Km5mlTEfBEhoqXSrloPvQw=,Sweet Dream For You,
9iN7GB1LAaY39oyWANn6m3zzYqOMkz1Ju5DOnV0D8ew=,U Center Me,USUM70507492
Pt/j+c7PPMB8BzvoXSHdIGJ/42RMC2NSvvQDHpVGQM0=,Losing My Way,USJI10600484
LEXE190JeHIa+udswntlHTLtZ9YfC/MoUq/lmvPhOgg=,Shelter,GBAHS1100354
DvRm7uFE5j50HMdgFzGefoZDo4YvLsLK6Z2i2wS2NE0=,想被你說喜歡,JPPC00801944
TAXciVbZhiNYNSM481f3eZnnBuCKKR5uo3WJEhu2+pU=,POP IT HARD,
QlkCAyoSrj6gIDiWq3blVj8/aSl6xCuwiE8pS5a2qso=,I'm Free,GBLHX1446002
9/UqrUoZX0nttmQyhT7upEsipC0wZIof3P7nNw6B8O4=,用字根學英文 tribute~,
3MabVXAynLXpFDKljaFeV0ZLoSVCpf5cuzUz9qCzTIg=,Shake Your Body (Down To The Ground),USSM11105956
RB6VrNeL/u+YytYJIl5wtAfU8XYcC9qeMSAjWdhekNk=,Beautiful Girls(漂亮美眉)/Sean Kingston(尚金斯頓),USSM10701781
pqhM51KWYaYoM+F2Xywyyzmz9JSbo7eqMipPvqyiPy8=,Gloria,USAT28400033
PxbcqISSJHbZx/NVinx/6ycEtb1nFWYqlvHptpRLtDk=,The Only One,GBAHS1300322
MnnigohvBv/1A3XT14k3rYNTv54nZwTOX6cJd/5QRD4=,??? (Where) [feat. Migos],USAT21602226
zCfV2hcINW8NnxoTPZFUlXNroDn2CFK2Lcxazz9Xx9c=,Dúlaman,USUG11300898
tdTErcHfqJThUHepySM1UilOaNHa6crJFCLwM+ly2sU=,Катюша,FRX201574267
Z8JSryuXUG6lnEC2he6BJSAS4ew06L1hOmDA8iRZvMs=,Nobody's a Nun,TWA470820005
glXdMJZsy0dSUxpgPo+VI4CosaWnsolM3+YYTzyELGU=,Embers,USUM71206295
lBzzOXoaoeRxwPAYX8S3OmNSdn0aLx0zccLkyulWz7Q=,Gold Wedding Ring,GBURZ1205393
FHTMYK2rJSmhWOnNGFDQDKAi99w8Qf2CZ18zdSAgYcQ=,Juliet,USRH11000581
L6GF8NRQO/Uutao9RSWCxiySviEN7Bo+fdNIg2cfiPI=,平行線,SGA451000191
Rhulrd44dtmetZbxSJp46gBZK5jyjFYThIWnxTOK+zU=,Tonight - Ad Brown| Mango & Kerry Leva,
XCdOZtZ8Nr28m2o/+FVymsfjWawZU4GOafWtATBm124=,Adagio,USSM19920264
FK3mH9g86t5p+NJf6s1FedweVaeDO0yIqUkn4b0IbqA=,Angels Wings,GBARL0000251
lkj6mmjKHB/NfrrOgVVKIluWyAGO5AEiqViCvbCwh9k=,Fantasy (Spending Time With You),USC4R0715226
UE41CjCDB6px+uhuSNMGXw9C34RT+Ouq9ScU4+x0HHY=,天窗,HKD251415619
co/ZvbS08XNEpcGcsNvbfyOdU1mLqboYkrhzskx66M8=,My Sweet Lord,FR08F0200130
uzivg2/YcHwXaU61baoPiiEfOlQOxg0sf1/LLiOqjNY=,Way,JPB601218402
wT8T7Q9Y0+Pug4Yj0RcjkFbsa/92cPRzg1ZZ2S1FUMA=,Old Time Rock And Roll,US85C0501984
9RiTXBFLT+TF8SOIZyUQ4D+Bbuw997LNKuvu8SCZZbk=,Deep Sleep,ITO101280055
KAY4TjqcbR8vh0sOwan54oTmWtAZ/7ULTuvLDmcI0HY=,A Donde Voy,FRZ059000090
moaX5TtPBj+YucElMlzDPJ3TZ4CLtrdZOKHG0iiDCVU=,Take Me Home| Country Roads(John Denver),USRC10100072
jbXvaEkhVvQAjWEp+CXxbJdEWlw+A8W+2dk3CgOmQBk=,find the way,
Y5DqVRRYjiwX2p9UT9Esjk4g5O2Wov1uQYWqMyi4gCk=,Kali Kedua,FR10S1699830
UWoGLwzP1NPJw5+gJ/qJ+aFnNZf8ctHCsPf9xmd4/h4=,매일밤 (inst),KRA381202023
51yL1UYTloQCiHumbVeWqMzkGqtQLgFQD2Pg+POoYfs=,เจ็บแต่รัก (เพลงประกอบละคร เพลิงฉิมพลี) (ชาติชาย มานิตยกุล-Chatchai Manitayakul),THBEW1300043
MFaMjUYJ1DjW3Jed/J17wyr1tdBKQPSeAhkk7kLHhm8=,If I Lose Myself (Originally Performed by Alesso vs OneRepublic) [Karaoke Version],QMFMF1455019
8Y+O0hxHBokeUQBgWgR9VtcWM/WxlH4LvAqKrOrDuXc=,Casualties Of War,USSM11201571
T2ks5HB7OHvOxkOZ/+LOjt46CsAXknp+8pdcf/d15Y0=,Baby Baby,TWA770300123
EXmdqyO9XkTt9F9qiIRMIgRYaJxtnP6kSiXi2SfCaZc=,Heart Attack,AUFF01501709
78Dk02VblCHgJjr8NAnpu+E6KorurwLV+xwoRJDPbt8=,的確如此 (日本電信業者au電視廣告曲),JPES00701301
mZTOJzb9wMCbRs5kkNaMhRbmnDWoui4XM0dMcyVDQhE=,Troublemaker,GBUM71105462
ZfxgeTwLM38VOEJ//Ic4eafE4UwOqPNQf1N3u4s7aOc=,THE MANHATTAN,
i9sJzGsdHjGj/nXPSYUemzvl2MOZ2yZxrjMPu0ZcAoM=,Storm,USUM70736610
sa1CYRCzC8cF876yjJMfu6zm25hrDsr+zxpYsmwIHvY=,Away in a Manger,FR6V82085999
VVUNiLgaKZIh3kxI5KGFzKbNltblax20BhG9TJxIsQE=,The Twister,DELM41405283
pkc5lzZlFlTM1c4JoMsLD3h4YwK6Lzkzf3zxyUb6coU=,Partouze,USUS10900143
ORn1P7lvTbc6+p96qxYF7LTBZHJMxpcGys4PFrihyhI=,Stuck On Stupid,USRC11200567
H+GeQJUmYnwmAI64Am6RXUQtZO0RxUn5TC7Ouqw0wr4=,If I Go,NLA270800351
7HN+T95xstSjmSfTfLa33G4fx0X2mWEwoIv3D7uCvfQ=,Rap Song Containing the Names of 66 WWE Wrestling Personalities (Acapella),FR2X41502234
Nemp4hua7Exj1G4zGnwqp+VWc2ABx0j5wDSj3spZeK8=,Zero,JPPO01411428
f6L0IgcvVfd9poDHPvvEXKMi0zpFz4kEMgjElUAovlE=,何謂智慧及如何培養,TWE350606701
CkJR59UjNfnnX+QaPVB3kabXFWvG5d/a4PYhHZ5NbSI=,This Side Of Me,USSM19703763
